icase,CHL,MALH,P_LUB,rhow_350.0,rhow_360.0,rhow_370.0,rhow_380.0,rhow_390.0,rhow_400.0,rhow_410.0,rhow_420.0,rhow_430.0,rhow_440.0,rhow_450.0,rhow_460.0,rhow_470.0,rhow_480.0,rhow_490.0,rhow_500.0,rhow_510.0,rhow_520.0,rhow_530.0,rhow_540.0,rhow_550.0,rhow_560.0,rhow_570.0,rhow_580.0,rhow_590.0,rhow_600.0,rhow_610.0,rhow_620.0,rhow_630.0,rhow_640.0,rhow_650.0,rhow_660.0,rhow_670.0,rhow_680.0,rhow_690.0,rhow_700.0,rhow_710.0,rhow_720.0,rhow_730.0,rhow_740.0,rhow_750.0,rhow_760.0,rhow_770.0,rhow_780.0,rhow_790.0,rhow_800.0,rhow_810.0,rhow_820.0,rhow_830.0,rhow_840.0,rhow_850.0,rhow_860.0,rhow_870.0,rhow_880.0,rhow_890.0,D2rhow_350.0,D2rhow_360.0,D2rhow_370.0,D2rhow_380.0,D2rhow_390.0,D2rhow_400.0,D2rhow_410.0,D2rhow_420.0,D2rhow_430.0,D2rhow_440.0,D2rhow_450.0,D2rhow_460.0,D2rhow_470.0,D2rhow_480.0,D2rhow_490.0,D2rhow_500.0,D2rhow_510.0,D2rhow_520.0,D2rhow_530.0,D2rhow_540.0,D2rhow_550.0,D2rhow_560.0,D2rhow_570.0,D2rhow_580.0,D2rhow_590.0,D2rhow_600.0,D2rhow_610.0,D2rhow_620.0,D2rhow_630.0,D2rhow_640.0,D2rhow_650.0,D2rhow_660.0,D2rhow_670.0,D2rhow_680.0,D2rhow_690.0,D2rhow_700.0,D2rhow_710.0,D2rhow_720.0,D2rhow_730.0,D2rhow_740.0,D2rhow_750.0,D2rhow_760.0,D2rhow_770.0,D2rhow_780.0,D2rhow_790.0,D2rhow_800.0,D2rhow_810.0,D2rhow_820.0,D2rhow_830.0,D2rhow_840.0,D2rhow_850.0,D2rhow_860.0,D2rhow_870.0,D2rhow_880.0,D2rhow_890.0
61,,-0.00050303548,0,0.003507,0.003317,0.003068,0.002884,0.002761,0.002644,0.002537,0.002464,0.002444,0.002451,0.002529,0.002638,0.002735,0.002831,0.002923,0.003046,0.003233,0.003446,0.003717,0.004053,0.004353,0.00455,0.004595,0.004469,0.004171,0.003675,0.003309,0.003137,0.003035,0.003003,0.002946,0.00267,0.002341,0.002236,0.002378,0.002419,0.002134,0.001628,0.001178,0.000947,0.000904,0.000884,0.000875,0.000887,0.000907,0.00094,0.000934,0.000863,0.000757,0.000682,0.000656,0.000625,0.000582,0.000556,0.000508,,-0.00012897892,-9.9875982e-05,3.0260438e-05,7.2095907e-05,0.00012368747,0.00014568003,0.00014468789,0.00013675072,0.00012930963,0.00010450599,8.1686647e-05,7.2757338e-05,8.2513435e-05,0.00010880529,0.00013063249,0.00011938818,7.2426623e-05,-2.2157916e-05,-0.00016734188,-0.00032823481,-0.0004229847,-0.00043108723,-0.00036147168,-0.00021264986,-8.4332369e-06,9.9545267e-05,0.00010946672,0.00010500207,8.9789169e-05,3.3402232e-05,1.7031831e-05,1.372468e-05,-4.2827615e-05,-0.00013327821,-0.00016337329,-0.00011806532,-6.6143034e-06,0.00012682927,0.0002300124,0.00025646962,0.00021496486,0.00012252997,2.6622571e-05,-3.0591153e-05,-5.2914427e-05,-5.9363373e-05,-4.4481191e-05,-1.1740389e-05,8.4332369e-06,2.2488632e-05,3.1748656e-05,4.6465482e-05,,
62,,0.00041673561,0,0.005423,0.00517,0.004878,0.004713,0.004662,0.004527,0.004422,0.004383,0.00438,0.004413,0.004491,0.004636,0.004763,0.004888,0.00503,0.00517,0.005408,0.005693,0.006041,0.006453,0.006801,0.007043,0.007064,0.006865,0.006388,0.005682,0.005184,0.004955,0.004772,0.004729,0.004608,0.004203,0.003769,0.003675,0.00383,0.003803,0.00338,0.002629,0.002066,0.001908,0.001941,0.001848,0.001851,0.001948,0.001945,0.001949,0.001868,0.00163,0.001555,0.001572,0.001554,0.001514,0.001502,0.001399,0.001245,,-7.867473e-05,-5.206416e-05,3.9652906e-05,5.3852222e-05,9.0454904e-05,0.00010118328,9.2032606e-05,8.8456482e-05,9.1085985e-05,7.5203786e-05,5.8690507e-05,5.7849067e-05,6.7841178e-05,8.4775177e-05,0.00010013148,9.0770444e-05,4.6384433e-05,-3.460426e-05,-0.00015650802,-0.00028924533,-0.00036749934,-0.00036602682,-0.00030681041,-0.00016765711,4.7331054e-06,9.2348146e-05,9.7081252e-05,0.0001047594,7.9936892e-05,2.8293453e-05,1.6618459e-05,4.8382856e-06,-5.3852222e-05,-0.00010759926,-0.00011117539,-7.4572706e-05,3.8075204e-05,0.00015682356,0.00020604786,0.00019668683,0.00016323955,5.8585327e-05,-2.8924533e-05,-4.312385e-05,-4.2387589e-05,-3.9337365e-05,9.7817512e-06,2.4927689e-05,4.8382856e-06,9.0454904e-06,8.9403103e-06,1.3463055e-05,,
63,,-0.00036747668,0,0.004125,0.00399,0.003816,0.003698,0.003644,0.003576,0.003495,0.003452,0.003473,0.003529,0.00365,0.003786,0.00388,0.003987,0.00409,0.004213,0.004398,0.004598,0.00485,0.005171,0.005447,0.005625,0.005638,0.005511,0.005207,0.004759,0.004444,0.004294,0.004206,0.004195,0.004148,0.003899,0.00363,0.003579,0.003683,0.003705,0.00347,0.002973,0.002587,0.002462,0.002474,0.002421,0.002434,0.002488,0.002491,0.002529,0.002528,0.002402,0.002348,0.002315,0.00231,0.002302,0.002268,0.002248,0.002182,,-5.3441296e-05,-3.9298246e-05,2.1808367e-05,3.951417e-05,6.7260459e-05,8.48583e-05,8.5506073e-05,7.9784076e-05,7.2982456e-05,5.2793522e-05,3.465587e-05,3.1309042e-05,3.7678812e-05,5.6140351e-05,7.2442645e-05,6.6396761e-05,3.4763833e-05,-2.1808367e-05,-0.00011282051,-0.00020750337,-0.00025997301,-0.00025738192,-0.00021225371,-0.0001131444,8.3130904e-06,6.8663968e-05,7.3414305e-05,7.3198381e-05,5.3981107e-05,1.8137652e-05,1.2523617e-05,7.5573549e-07,-3.9406208e-05,-7.6545209e-05,-8.5074224e-05,-6.6936572e-05,1.2739541e-05,9.6410256e-05,0.00013495277,0.00013883941,0.00012480432,5.4736842e-05,-4.4264507e-06,-2.2132254e-05,-2.9581646e-05,-3.5951417e-05,-1.1012146e-05,4.3184885e-06,4.6423752e-06,9.8245614e-06,1.1443995e-05,1.4466937e-05,,
64,,-0.0010422176,0,0.004786,0.004629,0.004404,0.004276,0.004158,0.004042,0.003932,0.003891,0.003879,0.003932,0.004027,0.004146,0.004263,0.004393,0.004502,0.004639,0.004847,0.005088,0.005401,0.005778,0.00611,0.00634,0.006389,0.006219,0.005857,0.00529,0.004885,0.004694,0.004569,0.004533,0.004436,0.004128,0.003773,0.003689,0.00379,0.00379,0.003459,0.002858,0.002359,0.002139,0.002122,0.002075,0.002079,0.002108,0.00212,0.002147,0.002093,0.001999,0.001877,0.00181,0.001802,0.001778,0.00173,0.001675,0.001613,,-7.3562005e-05,-5.414248e-05,1.1926121e-05,4.2427441e-05,7.6939314e-05,9.6147757e-05,9.3403694e-05,9.6147757e-05,8.4010554e-05,6.6174142e-05,5.1398417e-05,4.7810026e-05,5.2137203e-05,7.4511873e-05,9.0659631e-05,8.3588391e-05,5.0237467e-05,-2.005277e-05,-0.00012633245,-0.0002417942,-0.00031113456,-0.00031620053,-0.00026047493,-0.00014807388,-3.5883905e-06,7.3667546e-05,8.1688654e-05,8.1266491e-05,6.1319261e-05,2.1952507e-05,9.2875989e-06,6.3324538e-07,-4.7493404e-05,-9.5831135e-05,-0.0001078628,-7.5461741e-05,1.4353562e-05,0.00011387863,0.00017224274,0.00017868074,0.00014796834,7.3773087e-05,2.1108179e-06,-3.0712401e-05,-3.9050132e-05,-3.5145119e-05,-1.994723e-05,3.060686e-06,1.1926121e-05,1.646438e-05,1.5831135e-05,2.8390501e-05,,
65,,-0.00060626324,0,0.004745,0.004482,0.004204,0.003996,0.003872,0.00373,0.003602,0.003529,0.003526,0.003568,0.003705,0.003851,0.003963,0.004075,0.004176,0.004315,0.004528,0.004774,0.005104,0.005544,0.005924,0.00615,0.006159,0.005959,0.00554,0.004904,0.004453,0.004225,0.004082,0.004044,0.003967,0.003629,0.003221,0.003078,0.003216,0.003286,0.002967,0.002315,0.001783,0.001579,0.001571,0.001491,0.001503,0.001559,0.001562,0.00159,0.00158,0.001457,0.001348,0.001311,0.001296,0.001279,0.001249,0.001202,0.001134,,-0.00010712112,-8.2166768e-05,3.3962264e-05,6.9263542e-05,0.00012051126,0.00013743153,0.00013499696,0.00012404139,0.00011101643,7.7297626e-05,5.2099817e-05,4.5891662e-05,5.8429702e-05,9.2513694e-05,0.00012160682,0.00011503348,6.9872185e-05,-2.1180767e-05,-0.00016701156,-0.00032002435,-0.00040401704,-0.00040401704,-0.00033256239,-0.00018161899,1.0103469e-05,0.00010626902,0.00011320755,0.00010626902,8.1314668e-05,3.1162508e-05,1.9720024e-05,1.1929397e-05,-3.5423007e-05,-9.8478393e-05,-0.00012586732,-9.9087036e-05,1.1442483e-05,0.00013037127,0.00019720024,0.0002110773,0.00019050517,9.3244066e-05,1.5824711e-06,-2.848448e-05,-3.8101035e-05,-4.7474133e-05,-1.9720024e-05,7.9123554e-06,9.0079124e-06,1.6068168e-05,1.8989653e-05,2.5319537e-05,,
66,,-0.0012546093,0,0.003152,0.003077,0.003018,0.002992,0.002993,0.002941,0.002898,0.002924,0.002985,0.003056,0.003183,0.00334,0.003481,0.003635,0.003774,0.00393,0.004165,0.004436,0.004753,0.005151,0.005509,0.005764,0.005828,0.005702,0.005368,0.004843,0.004463,0.004273,0.004157,0.004148,0.004113,0.003833,0.003494,0.003422,0.003537,0.003517,0.003166,0.002521,0.001971,0.001764,0.001747,0.001658,0.001651,0.00171,0.001721,0.00177,0.001751,0.001569,0.001506,0.00145,0.001425,0.001418,0.001383,0.001338,0.001213,,-2.035826e-05,-1.069093e-05,1.7401194e-05,2.5248792e-05,5.1521183e-05,7.0628376e-05,7.4040375e-05,7.4722775e-05,7.4495309e-05,5.7435314e-05,4.3559852e-05,4.5265852e-05,5.3227182e-05,7.4950242e-05,9.4626102e-05,8.8029571e-05,4.970145e-05,-1.9220927e-05,-0.00013193062,-0.00025533125,-0.00032982656,-0.00033517202,-0.00028365084,-0.00016343475,-7.2789309e-06,7.6315041e-05,8.8257037e-05,9.2123969e-05,6.9263577e-05,1.5240262e-05,-4.2081319e-06,-2.2064259e-05,-8.143304e-05,-0.00013215809,-0.00013352289,-9.5649701e-05,1.1714529e-05,0.00013534262,0.0001967586,0.0002039238,0.00018208701,8.9621837e-05,6.4827978e-06,-2.5931191e-05,-4.1853853e-05,-4.8450384e-05,-1.1828263e-05,4.0943986e-06,3.866932e-06,1.5126528e-05,1.4557862e-05,2.1154393e-05,,
67,,-0.0010237019,0,0.007896,0.007712,0.007482,0.007415,0.007417,0.007344,0.007344,0.00738,0.007475,0.007556,0.007736,0.007955,0.008145,0.008325,0.008467,0.008624,0.008901,0.009176,0.009527,0.009948,0.010324,0.010597,0.010681,0.010527,0.01017,0.009547,0.009099,0.008895,0.008784,0.008749,0.008672,0.008315,0.007916,0.007835,0.007989,0.007973,0.007571,0.006935,0.006356,0.006012,0.005952,0.005962,0.005967,0.005925,0.005976,0.006017,0.005985,0.005904,0.005792,0.005669,0.005642,0.005624,0.00558,0.005479,0.005437,,-1.846231e-05,-5.1172708e-06,2.7141603e-05,3.1004641e-05,4.7359839e-05,4.9115766e-05,4.3496802e-05,3.9633764e-05,3.8730716e-05,2.4883983e-05,1.6806723e-05,1.334504e-05,1.7659601e-05,2.8596513e-05,4.0737489e-05,3.7626991e-05,2.3780258e-05,-1.0134203e-05,-6.3163176e-05,-0.00012426941,-0.00016024081,-0.00016510724,-0.00013761445,-8.2428195e-05,-4.9165935e-06,3.5820896e-05,4.0486642e-05,3.9834441e-05,3.3161921e-05,8.8298006e-06,2.0067729e-06,-1.0033864e-07,-2.658974e-05,-6.1056064e-05,-6.6323843e-05,-4.3396463e-05,6.5220118e-07,5.2577449e-05,9.7378653e-05,0.0001046532,8.1876333e-05,4.5403236e-05,1.4950458e-05,-1.3595886e-05,-2.2074501e-05,-1.9265019e-05,-1.3094193e-05,-9.0304779e-06,3.7626991e-06,8.5287846e-06,8.7294619e-06,1.625486e-05,,
68,,-0.00044181196,0,0.003501,0.003345,0.003147,0.003006,0.002904,0.002798,0.002699,0.002649,0.002649,0.002677,0.002799,0.002937,0.003044,0.00314,0.003232,0.003368,0.003566,0.003784,0.004065,0.00444,0.004762,0.004958,0.004976,0.004833,0.004503,0.004001,0.003636,0.003459,0.003354,0.003332,0.003267,0.002988,0.002655,0.002544,0.002672,0.002744,0.002501,0.001977,0.001537,0.001378,0.001374,0.00132,0.001335,0.001379,0.001386,0.001416,0.0014,0.001283,0.0012,0.001159,0.001154,0.001141,0.001116,0.001085,0.001012,,-9.4169096e-05,-7.2594752e-05,2.0116618e-05,5.393586e-05,0.00010262391,0.00012886297,0.00013017493,0.00012361516,0.00011399417,8.2798834e-05,5.6997085e-05,5.0291545e-05,6.3265306e-05,9.5189504e-05,0.00012026239,0.00011122449,6.5889213e-05,-2.2886297e-05,-0.00016690962,-0.00031413994,-0.00039562682,-0.00039489796,-0.00032755102,-0.00017988338,3.9358601e-06,9.8250729e-05,0.00010393586,9.7521866e-05,7.4489796e-05,3.0758017e-05,2.3469388e-05,1.8367347e-05,-2.8717201e-05,-9.2419825e-05,-0.00012346939,-0.00010116618,5.2478134e-06,0.00012376093,0.00018979592,0.0002058309,0.00018381924,8.6005831e-05,-3.0612245e-06,-3.425656e-05,-4.4314869e-05,-4.941691e-05,-1.6763848e-05,9.3294461e-06,1.1661808e-05,1.7492711e-05,1.8950437e-05,2.4344023e-05,,
69,,-0.00088383284,0,0.005347,0.005204,0.005003,0.004892,0.004831,0.004716,0.004636,0.004632,0.004648,0.004673,0.004781,0.004935,0.005065,0.005185,0.005283,0.005417,0.005629,0.005867,0.006174,0.006547,0.00687,0.007091,0.007125,0.006973,0.006593,0.006021,0.005614,0.005433,0.0053,0.005267,0.005172,0.00485,0.004501,0.004407,0.004528,0.004503,0.004157,0.003548,0.003055,0.002884,0.002886,0.002832,0.002835,0.002863,0.00288,0.00292,0.002871,0.002726,0.002631,0.002583,0.002558,0.00254,0.00251,0.002461,0.002367,,-5.0455252e-05,-3.2955807e-05,1.874306e-05,3.1801022e-05,6.182545e-05,7.7015323e-05,7.1419054e-05,6.9375972e-05,6.8221186e-05,5.0721741e-05,3.5087719e-05,3.2778148e-05,4.015101e-05,5.8094604e-05,7.257384e-05,6.8221186e-05,4.0506329e-05,-1.6877637e-05,-0.00010819454,-0.0002044859,-0.0002610704,-0.00026204752,-0.00021958694,-0.00012187431,2.220446e-18,6.3335554e-05,6.7510549e-05,6.9287142e-05,5.2143016e-05,1.598934e-05,6.3069065e-06,-1.8654231e-06,-4.0772818e-05,-8.0390851e-05,-8.4210526e-05,-5.6140351e-05,2.1319121e-05,0.00010304242,0.00014568066,0.00014665778,0.00012116367,5.365312e-05,-3.5531868e-06,-2.6027093e-05,-3.5176549e-05,-3.2866978e-05,-9.5047746e-06,5.5074395e-06,7.1952032e-06,1.5189873e-05,1.4035088e-05,1.9187209e-05,,
70,,-0.00043099787,0,0.002667,0.002572,0.002449,0.00236,0.002299,0.002231,0.002152,0.002119,0.002133,0.002178,0.002285,0.002405,0.002488,0.002582,0.002674,0.002794,0.002966,0.003159,0.003399,0.003701,0.003965,0.004136,0.00417,0.004055,0.003775,0.003333,0.003013,0.002869,0.002781,0.002766,0.00272,0.002474,0.002198,0.002114,0.002202,0.002204,0.001944,0.001496,0.001125,0.000962,0.000945,0.000909,0.00091,0.000941,0.000953,0.000976,0.000975,0.000903,0.00082,0.000765,0.000743,0.000731,0.000704,0.000676,0.000633,,-7.6225045e-05,-5.9891107e-05,1.4519056e-05,4.4827586e-05,8.892922e-05,0.00012214156,0.00012686025,0.00012268603,0.00011197822,8.2577132e-05,5.5898367e-05,5.4809437e-05,6.6787659e-05,9.6370236e-05,0.00012014519,0.00011052632,6.1705989e-05,-2.9219601e-05,-0.00017295826,-0.00032722323,-0.00041615245,-0.00041960073,-0.00035027223,-0.00019655172,3.4482759e-06,0.00010598911,0.00011433757,0.00011016334,8.076225e-05,1.7604356e-05,1.6333938e-06,-5.6261343e-06,-5.8439201e-05,-0.00012268603,-0.00013484574,-9.1651543e-05,2.1052632e-05,0.000146098,0.00022341198,0.00023411978,0.00019981851,0.00010508167,1.1433757e-05,-3.2486388e-05,-4.7912886e-05,-5.6261343e-05,-3.4845735e-05,-4.1742287e-06,1.0163339e-05,2.2323049e-05,2.6497278e-05,3.6116152e-05,,
71,,-0.00070156372,0,0.002544,0.002441,0.002297,0.002208,0.002155,0.00207,0.001995,0.001965,0.001979,0.002028,0.00216,0.002309,0.002417,0.002529,0.002637,0.002781,0.00298,0.003197,0.003486,0.003859,0.004184,0.004391,0.00444,0.004309,0.003983,0.003456,0.003078,0.002909,0.002812,0.002793,0.00274,0.002452,0.002118,0.002,0.00212,0.002139,0.001827,0.001313,0.000864,0.000628,0.000578,0.000565,0.000559,0.000566,0.000586,0.000622,0.000635,0.00057,0.000453,0.00037,0.000341,0.000318,0.000288,0.000254,0.000213,,-8.340346e-05,-6.2085086e-05,2.000935e-05,4.8994857e-05,0.00010546985,0.00014212249,0.00014661057,0.00014567555,0.00013763441,9.9298738e-05,6.6760168e-05,6.1337073e-05,7.6110332e-05,0.00011463301,0.00014623656,0.00013838242,8.6582515e-05,-2.5058439e-05,-0.00020532959,-0.00039850397,-0.00050939691,-0.00051874708,-0.00043384759,-0.0002457223,2.2440393e-06,0.00012847125,0.00013838242,0.00012809724,9.6680692e-05,2.1505376e-05,1.8700327e-07,-2.6180458e-06,-6.058906e-05,-0.00015315568,-0.00017952314,-0.00011912108,9.5371669e-06,0.00015670874,0.00027115475,0.00030014025,0.00024908836,0.0001430575,3.4595605e-05,-3.2538569e-05,-6.0776064e-05,-7.2370266e-05,-5.4791959e-05,-1.6082281e-05,1.1033193e-05,2.8611501e-05,3.9644694e-05,5.2734923e-05,,
72,,-0.000942412,0,0.004154,0.004039,0.003878,0.003814,0.003778,0.003698,0.003628,0.003631,0.003692,0.00379,0.00391,0.004112,0.004257,0.004391,0.004506,0.00468,0.004927,0.005186,0.005529,0.005975,0.006364,0.006581,0.006598,0.006414,0.005989,0.005326,0.004872,0.004676,0.004542,0.004499,0.004391,0.004031,0.003628,0.003544,0.00369,0.003668,0.003317,0.002734,0.0022,0.001995,0.001998,0.00193,0.001947,0.001999,0.002028,0.002037,0.001986,0.001855,0.001719,0.001659,0.001649,0.001635,0.001574,0.001528,0.001432,,-4.4820065e-05,-2.693566e-05,2.3773173e-05,4.2311887e-05,7.2846238e-05,9.7600872e-05,9.5201745e-05,8.953108e-05,7.6772083e-05,6.08506e-05,3.6095965e-05,3.304253e-05,4.7873501e-05,8.2115594e-05,9.9672846e-05,9.1494002e-05,5.2671756e-05,-2.7589967e-05,-0.00015866957,-0.00029683751,-0.00036673937,-0.00036357688,-0.00030065431,-0.00016401309,1.1232279e-05,9.4656489e-05,9.5310796e-05,9.5310796e-05,7.4263904e-05,2.3118866e-05,1.3849509e-05,1.6793893e-05,-3.7731734e-05,-9.6619411e-05,-0.00010327154,-7.3391494e-05,1.1668484e-05,0.00012464558,0.00018844057,0.00018636859,0.00015736096,7.5790622e-05,-8.6150491e-06,-4.3838604e-05,-4.6564885e-05,-4.438386e-05,-2.0610687e-05,9.7055616e-06,1.5485278e-05,1.8647764e-05,1.6139586e-05,3.0643402e-05,,
73,,-0.00076540542,0,0.003418,0.003329,0.00322,0.003146,0.003071,0.003006,0.002925,0.002882,0.002924,0.002995,0.003154,0.00334,0.003477,0.003608,0.00373,0.003892,0.00413,0.004374,0.004731,0.005198,0.005584,0.005804,0.005828,0.005645,0.005251,0.00464,0.004201,0.003992,0.003872,0.003867,0.003828,0.00351,0.003116,0.002975,0.003143,0.003249,0.002937,0.002344,0.001808,0.001521,0.00147,0.001447,0.001434,0.001451,0.00147,0.001544,0.001548,0.001458,0.001312,0.001222,0.00117,0.001161,0.001126,0.001077,0.001026,,-4.9738381e-05,-4.1612804e-05,6.1557402e-06,3.3364112e-05,6.8944291e-05,0.00010083102,0.00011486611,0.00011154201,9.9846106e-05,7.2637735e-05,4.6168052e-05,3.7180671e-05,5.4047399e-05,9.0243152e-05,0.00011745152,0.00010883349,6.8574946e-05,-2.5730994e-05,-0.00017420745,-0.00032453062,-0.00040344721,-0.00040504771,-0.00033080948,-0.00017691597,1.6251154e-05,0.0001122807,0.00011819021,0.00010784857,8.1255771e-05,2.8685749e-05,1.4527547e-05,1.280394e-05,-3.3240997e-05,-0.00011055709,-0.00014773777,-0.00011289628,-1.6989843e-05,9.9722992e-05,0.00019341336,0.00022813173,0.00019587565,0.00011498923,2.6839027e-05,-2.4253616e-05,-5.5155432e-05,-6.0080025e-05,-4.382887e-05,-1.1819021e-05,6.4019698e-06,2.8316405e-05,3.1024931e-05,4.0874115e-05,,
74,,-0.0020440622,0,0.002557,0.00247,0.002374,0.002332,0.002315,0.002271,0.002214,0.002211,0.002269,0.002374,0.002533,0.002702,0.002837,0.00299,0.003121,0.003301,0.003548,0.003811,0.004161,0.004585,0.004951,0.005193,0.005261,0.00512,0.004763,0.004173,0.003747,0.003571,0.003476,0.003473,0.00344,0.003134,0.00277,0.002671,0.00283,0.002854,0.002488,0.001872,0.001326,0.001037,0.000988,0.000995,0.000982,0.001004,0.001032,0.001078,0.001073,0.000994,0.000866,0.000767,0.000732,0.000698,0.000664,0.000633,0.000577,,-3.5879467e-05,-2.284513e-05,2.2704975e-05,4.2186405e-05,7.6804485e-05,0.0001042747,0.00011058164,0.00010988087,9.6426069e-05,7.091801e-05,5.0175193e-05,4.8773651e-05,6.3069376e-05,0.00010049054,0.00012361598,0.00011198318,6.6713385e-05,-2.9712684e-05,-0.00018023826,-0.00034029432,-0.00043321654,-0.00044008409,-0.0003648213,-0.00020574632,6.3069376e-06,0.00011674842,0.00012459706,0.00011758935,9.0679748e-05,2.0602663e-05,-4.6250876e-06,-1.3594954e-05,-7.5683252e-05,-0.0001611773,-0.00017939734,-0.00011871058,1.1212334e-06,0.00014337772,0.00025059566,0.00027414156,0.0002201822,0.00012641906,2.5788367e-05,-3.6440084e-05,-6.1107218e-05,-6.3489839e-05,-4.7932726e-05,-1.3314646e-05,1.0511563e-05,2.6769446e-05,3.5599159e-05,4.6250876e-05,,
75,,-0.0008388218,0,0.002404,0.002334,0.002214,0.002135,0.002078,0.001999,0.001925,0.001901,0.001919,0.001967,0.00208,0.002202,0.002294,0.002389,0.002477,0.002596,0.002765,0.002959,0.003208,0.003501,0.003749,0.003918,0.003965,0.003847,0.003564,0.00311,0.002778,0.002632,0.002548,0.002522,0.002479,0.002246,0.001967,0.001876,0.001986,0.001997,0.001718,0.001266,0.000873,0.000661,0.000616,0.000604,0.00059,0.000594,0.000611,0.00064,0.000651,0.000596,0.000497,0.000411,0.000377,0.000351,0.000325,0.000298,0.000253,,-8.1922884e-05,-6.2694041e-05,1.0615924e-05,4.3064597e-05,9.7346019e-05,0.00013740611,0.00014141212,0.00013740611,0.00012438658,8.7130696e-05,5.7285929e-05,5.4481723e-05,6.9904857e-05,0.00010295443,0.00012759139,0.00011817727,6.8302454e-05,-3.6054081e-05,-0.00019248873,-0.00035893841,-0.00045928893,-0.00046850275,-0.00038818227,-0.000221332,1.6024036e-06,0.00012178267,0.0001338007,0.00012558838,0.00010135203,2.9844767e-05,8.012018e-07,-7.2108162e-06,-6.6299449e-05,-0.00015803706,-0.00018007011,-0.00011737606,5.0075113e-06,0.00014501753,0.00025538307,0.00028142213,0.00023254882,0.00013660491,3.6454682e-05,-3.0045068e-05,-5.7486229e-05,-6.9504256e-05,-5.5483225e-05,-2.0430646e-05,8.4126189e-06,2.7841763e-05,4.0460691e-05,5.4281422e-05,,
76,,-0.0007128795,0,0.00245,0.002348,0.002224,0.002165,0.002111,0.002047,0.001989,0.001976,0.002009,0.002068,0.002185,0.002308,0.002415,0.002517,0.002613,0.002731,0.002901,0.003096,0.003341,0.003622,0.003865,0.00404,0.004089,0.003967,0.003665,0.003188,0.002848,0.002712,0.002625,0.002588,0.002534,0.002295,0.002032,0.001946,0.002022,0.001974,0.001653,0.001187,0.000801,0.000607,0.000568,0.000555,0.00055,0.000561,0.000577,0.000606,0.000617,0.000551,0.00046,0.00039,0.000364,0.000344,0.000315,0.000295,0.000243,,-7.2745694e-05,-5.0253293e-05,2.6139818e-05,5.9979737e-05,0.00010962513,0.00013738602,0.00013920973,0.00013454914,0.00011914894,8.2674772e-05,5.5521783e-05,4.9037487e-05,6.4032421e-05,9.402229e-05,0.00011914894,0.0001106383,6.3221884e-05,-4.0121581e-05,-0.00019574468,-0.00036697062,-0.00047234043,-0.00048024316,-0.00039878419,-0.00022695035,4.6605876e-06,0.00012948328,0.00014123607,0.0001343465,0.0001035461,1.9047619e-05,-1.8034448e-05,-3.343465e-05,-9.4427558e-05,-0.00017203647,-0.00017142857,-9.2401216e-05,4.2147923e-05,0.00018338399,0.00028064843,0.00029260385,0.00023505572,0.00012928065,2.816616e-05,-3.1813576e-05,-5.6737589e-05,-6.7882472e-05,-4.8024316e-05,-1.2968592e-05,8.1053698e-06,2.4518744e-05,3.485309e-05,4.7821682e-05,,
77,,-0.00067885042,0,0.002386,0.002328,0.002251,0.002212,0.002177,0.002117,0.002078,0.002084,0.00212,0.00217,0.002293,0.002425,0.002533,0.00263,0.002721,0.002837,0.003011,0.00321,0.003465,0.003762,0.004012,0.004179,0.004206,0.004082,0.00378,0.003323,0.003,0.002863,0.002781,0.002754,0.002684,0.002447,0.002178,0.002087,0.002183,0.002184,0.001902,0.001439,0.001056,0.000895,0.000884,0.00086,0.000861,0.000895,0.000907,0.000935,0.000912,0.00082,0.000737,0.00069,0.000681,0.000662,0.00064,0.000626,0.000562,,-4.5787546e-05,-3.0586081e-05,1.5018315e-05,3.6996337e-05,8.1501832e-05,0.00010934066,0.00011282051,0.00011025641,0.0001021978,6.7399267e-05,4.3772894e-05,4.1758242e-05,5.952381e-05,8.974359e-05,0.00011556777,0.00010659341,5.8424908e-05,-3.992674e-05,-0.00018736264,-0.00034139194,-0.00042985348,-0.00042838828,-0.00035128205,-0.00019120879,9.1575092e-06,0.00011465201,0.00012051282,0.00011117216,8.3333333e-05,2.5457875e-05,1.4652015e-06,-9.8901099e-06,-6.1721612e-05,-0.00013131868,-0.00014652015,-9.1025641e-05,2.9487179e-05,0.00015934066,0.00023809524,0.0002474359,0.0002003663,9.8351648e-05,5.4945055e-07,-4.1941392e-05,-5.5860806e-05,-5.5311355e-05,-2.5457875e-05,8.6080586e-06,1.6300366e-05,2.4725275e-05,2.7472527e-05,3.2967033e-05,,
