icase,CHL,MALH,P_LUB,rhow_350.0,rhow_360.0,rhow_370.0,rhow_380.0,rhow_390.0,rhow_400.0,rhow_410.0,rhow_420.0,rhow_430.0,rhow_440.0,rhow_450.0,rhow_460.0,rhow_470.0,rhow_480.0,rhow_490.0,rhow_500.0,rhow_510.0,rhow_520.0,rhow_530.0,rhow_540.0,rhow_550.0,rhow_560.0,rhow_570.0,rhow_580.0,rhow_590.0,rhow_600.0,rhow_610.0,rhow_620.0,rhow_630.0,rhow_640.0,rhow_650.0,rhow_660.0,rhow_670.0,rhow_680.0,rhow_690.0,rhow_700.0,rhow_710.0,rhow_720.0,rhow_730.0,rhow_740.0,rhow_750.0,rhow_760.0,rhow_770.0,rhow_780.0,rhow_790.0,rhow_800.0,rhow_810.0,rhow_820.0,rhow_830.0,rhow_840.0,rhow_850.0,rhow_860.0,rhow_870.0,rhow_880.0,rhow_890.0,D2rhow_350.0,D2rhow_360.0,D2rhow_370.0,D2rhow_380.0,D2rhow_390.0,D2rhow_400.0,D2rhow_410.0,D2rhow_420.0,D2rhow_430.0,D2rhow_440.0,D2rhow_450.0,D2rhow_460.0,D2rhow_470.0,D2rhow_480.0,D2rhow_490.0,D2rhow_500.0,D2rhow_510.0,D2rhow_520.0,D2rhow_530.0,D2rhow_540.0,D2rhow_550.0,D2rhow_560.0,D2rhow_570.0,D2rhow_580.0,D2rhow_590.0,D2rhow_600.0,D2rhow_610.0,D2rhow_620.0,D2rhow_630.0,D2rhow_640.0,D2rhow_650.0,D2rhow_660.0,D2rhow_670.0,D2rhow_680.0,D2rhow_690.0,D2rhow_700.0,D2rhow_710.0,D2rhow_720.0,D2rhow_730.0,D2rhow_740.0,D2rhow_750.0,D2rhow_760.0,D2rhow_770.0,D2rhow_780.0,D2rhow_790.0,D2rhow_800.0,D2rhow_810.0,D2rhow_820.0,D2rhow_830.0,D2rhow_840.0,D2rhow_850.0,D2rhow_860.0,D2rhow_870.0,D2rhow_880.0,D2rhow_890.0
91,,0.00019114391,0,0.003991,0.003912,0.003701,0.003468,0.003284,0.003069,0.002794,0.002586,0.002466,0.002419,0.002687,0.003026,0.003176,0.003284,0.003399,0.003639,0.004016,0.004411,0.005002,0.005827,0.006486,0.006755,0.006704,0.006537,0.006226,0.005568,0.004975,0.004604,0.004426,0.004478,0.004457,0.003917,0.003084,0.002796,0.003411,0.004347,0.004572,0.0039,0.002915,0.002238,0.002108,0.002076,0.002046,0.002075,0.002154,0.002271,0.002258,0.002062,0.001692,0.001381,0.001295,0.001205,0.001101,0.001006,0.000878,,-0.00010287555,-0.00010259949,-4.4076375e-05,-1.4538762e-05,4.9689441e-05,0.0001242236,0.00015688981,0.00016747182,0.00016977226,0.00012275132,6.9749252e-05,5.9351277e-05,8.2815735e-05,0.00013324132,0.00017437313,0.00016093858,9.7354497e-05,-1.6839199e-05,-0.00018670347,-0.00034644582,-0.00041582701,-0.0004042328,-0.00033549574,-0.00019756154,-1.7759374e-05,6.6436623e-05,5.337014e-05,4.4260409e-05,6.2663906e-05,9.2109501e-05,0.00015762595,0.00021495284,0.00016093858,-9.7538532e-06,-0.00019590522,-0.00028994709,-0.00024568668,-8.8244767e-05,0.00010020704,0.00022102599,0.00024642282,0.00017207269,4.205199e-05,-6.3400046e-05,-0.00010480791,-0.00011364159,-8.9901081e-05,-2.7881297e-05,2.484472e-05,5.1437773e-05,6.6804693e-05,8.8428801e-05,,
92,,-0.0010556018,0,0.005137,0.005168,0.005074,0.004953,0.004875,0.004737,0.004545,0.004426,0.004407,0.004464,0.004771,0.005156,0.00537,0.00553,0.005673,0.005942,0.006352,0.006786,0.007402,0.008223,0.008877,0.009146,0.009102,0.008941,0.008622,0.008,0.007452,0.007094,0.006932,0.006996,0.006987,0.006471,0.005695,0.00545,0.00603,0.006878,0.00708,0.00635,0.005373,0.004819,0.004763,0.004689,0.004694,0.004798,0.004873,0.005006,0.005014,0.00474,0.004389,0.004159,0.00409,0.004029,0.003948,0.003861,0.003686,,-3.6231463e-05,-3.7685374e-05,-2.1052632e-05,-8.6653097e-06,2.5239895e-05,7.1765048e-05,9.2585054e-05,9.70631e-05,9.4213434e-05,6.6123873e-05,3.4021518e-05,2.744984e-05,4.3559174e-05,7.7987787e-05,0.00010258796,9.2933992e-05,5.2340797e-05,-1.9366095e-05,-0.0001250945,-0.00022169235,-0.00026100611,-0.00025146845,-0.00020633905,-0.00011776679,-7.909276e-06,4.1465542e-05,3.5417272e-05,3.0648444e-05,3.8383251e-05,5.2573423e-05,9.2468741e-05,0.00011945333,8.1709799e-05,-1.4248328e-05,-0.00011666182,-0.00017446932,-0.00013439953,-2.8961908e-05,7.3567898e-05,0.00013713289,0.00015795289,9.8982262e-05,9.6539692e-06,-4.4664147e-05,-6.7403315e-05,-7.6184937e-05,-4.8735097e-05,-6.9206165e-06,1.4015702e-05,2.9776098e-05,3.7336435e-05,4.6059901e-05,,
93,,-0.0018450651,0,0.009548,0.009297,0.008912,0.008641,0.008433,0.008179,0.007976,0.007834,0.007799,0.007941,0.008267,0.008722,0.009054,0.00932,0.009512,0.009864,0.01047,0.011117,0.012024,0.01317,0.014102,0.014564,0.014552,0.014228,0.01357,0.012338,0.011324,0.01078,0.010489,0.010461,0.010341,0.009423,0.008221,0.007922,0.008679,0.009313,0.008922,0.007598,0.006048,0.005065,0.004858,0.004819,0.004741,0.004757,0.004818,0.004947,0.004895,0.004488,0.00409,0.00379,0.003684,0.003592,0.003452,0.003323,0.003102,,-5.6737893e-05,-4.630087e-05,2.7917964e-06,2.6758295e-05,6.257919e-05,8.8779126e-05,9.8700741e-05,0.00010149254,8.8607323e-05,6.4812628e-05,4.3036615e-05,3.6207452e-05,5.0810695e-05,8.963814e-05,0.00011343284,0.00010076238,5.892838e-05,-2.1475357e-05,-0.00013993343,-0.00025779019,-0.00031500054,-0.0003095458,-0.00025525609,-0.00015071406,-1.0007516e-05,5.7511006e-05,5.2099216e-05,5.0338237e-05,5.6995598e-05,4.1619242e-05,6.0131e-05,8.3152582e-05,2.9764845e-05,-7.8685708e-05,-0.0001471921,-0.00015470847,-9.5951895e-05,2.5040266e-05,0.00014461505,0.00019516804,0.00017949103,0.00011184366,2.6801246e-05,-3.3544508e-05,-5.8069365e-05,-5.9229035e-05,-3.3630409e-05,-4.2950714e-06,1.4603243e-05,2.9249436e-05,3.4918931e-05,4.449694e-05,,
94,,-0.0036029552,0,0.002877,0.002807,0.002685,0.002626,0.002586,0.002513,0.002415,0.002374,0.002416,0.002524,0.002775,0.003054,0.003252,0.00346,0.003635,0.003895,0.004282,0.004724,0.005312,0.006037,0.006657,0.007034,0.007151,0.007058,0.006698,0.005986,0.005418,0.005137,0.005008,0.005042,0.00499,0.004453,0.003754,0.003571,0.004015,0.004439,0.004135,0.003197,0.002209,0.001615,0.001505,0.001494,0.00148,0.001521,0.001588,0.00168,0.0017,0.001529,0.001232,0.001015,0.000923,0.000855,0.000807,0.000731,0.000653,,-3.5323271e-05,-2.802433e-05,3.6945258e-06,2.0635278e-05,5.6409101e-05,9.2903807e-05,0.00010714125,0.00011299842,0.00010569948,7.7314711e-05,5.3075017e-05,5.3525569e-05,7.2809191e-05,0.00011633251,0.00014796125,0.00013732823,8.6055418e-05,-9.5517008e-06,-0.00015688218,-0.00030934895,-0.00039360216,-0.00040018022,-0.00034205902,-0.00020878576,-2.9285875e-05,5.8661861e-05,5.6859653e-05,5.5237666e-05,5.6679432e-05,4.0099121e-05,5.8301419e-05,7.4431178e-05,6.7582789e-06,-0.00012372156,-0.00021473305,-0.00020932642,-0.00010452805,6.07344e-05,0.00021383194,0.00028015319,0.00025654427,0.00015913494,3.5954044e-05,-4.920027e-05,-8.3982879e-05,-9.4706015e-05,-6.9475107e-05,-1.9103402e-05,1.9013291e-05,4.3883758e-05,5.7940978e-05,6.5059698e-05,,
95,,-0.002795291,0,0.003603,0.003555,0.003461,0.00337,0.003361,0.003288,0.003245,0.003273,0.003318,0.003437,0.003636,0.003896,0.004114,0.004319,0.004488,0.004713,0.005061,0.005453,0.005949,0.006532,0.007041,0.007385,0.007514,0.007474,0.007196,0.006638,0.006195,0.00599,0.005886,0.00591,0.00586,0.005427,0.004881,0.004771,0.005118,0.005362,0.005025,0.004184,0.003322,0.002867,0.002819,0.002798,0.002792,0.002869,0.002911,0.002987,0.002967,0.002755,0.002535,0.002376,0.002328,0.00228,0.002212,0.002126,0.00201,,-2.3125699e-05,-1.4024618e-05,1.3502424e-05,2.3722492e-05,4.9459157e-05,7.1689668e-05,7.6762402e-05,7.8552779e-05,7.2734054e-05,5.4382693e-05,3.8343902e-05,3.7150317e-05,4.692279e-05,7.4076837e-05,9.3323387e-05,8.6460276e-05,5.38605e-05,-7.8328982e-06,-0.00010294666,-0.00020372995,-0.00026214099,-0.00026743752,-0.00023222678,-0.00014546811,-2.7974636e-05,3.1480791e-05,3.0958598e-05,3.5285341e-05,3.6851921e-05,2.0887728e-05,2.7303245e-05,3.07348e-05,-2.4916076e-05,-0.00010883999,-0.00015255502,-0.00013614323,-5.1846326e-05,7.4300634e-05,0.00017120477,0.00020223797,0.00017873928,0.00010108169,8.8772846e-06,-4.3192838e-05,-6.1693398e-05,-6.385677e-05,-3.7747109e-05,-5.5949273e-06,1.2607236e-05,2.5438269e-05,3.1107796e-05,4.0507273e-05,,
96,,-0.0028391314,0,0.004752,0.004633,0.004502,0.004367,0.004288,0.004158,0.004009,0.00395,0.003992,0.004111,0.004321,0.004563,0.004786,0.005006,0.005182,0.005412,0.005794,0.006232,0.006814,0.00755,0.008182,0.008602,0.008735,0.008671,0.008387,0.007736,0.007192,0.006932,0.006812,0.006849,0.006806,0.006253,0.005481,0.005266,0.005759,0.006263,0.006028,0.005053,0.003916,0.003203,0.003073,0.003042,0.003041,0.003088,0.003188,0.003303,0.003267,0.003002,0.002659,0.002372,0.002282,0.002242,0.002153,0.002044,0.001866,,-3.9853106e-05,-3.525467e-05,6.3867156e-07,1.8329874e-05,4.8347437e-05,7.523551e-05,8.8647613e-05,8.871148e-05,7.9706211e-05,5.9268721e-05,4.3238065e-05,3.8958965e-05,5.0710522e-05,8.2835702e-05,0.00010723296,0.00010071851,6.7507584e-05,3.1294907e-06,-9.7780616e-05,-0.00020539677,-0.00026939167,-0.00027501198,-0.00023733035,-0.0001516845,-3.0911704e-05,3.0081431e-05,2.2481239e-05,1.999042e-05,2.8612486e-05,2.4716589e-05,4.560115e-05,6.5336101e-05,1.2517963e-05,-9.3629251e-05,-0.00016905636,-0.00017633722,-0.00010116558,3.3338656e-05,0.00016228644,0.00021842567,0.00020507744,0.0001260099,2.5482995e-05,-5.1157592e-05,-7.9897813e-05,-7.9833945e-05,-5.1732397e-05,-1.1879291e-05,1.9798818e-05,3.863963e-05,4.1449784e-05,5.4223216e-05,,
97,,-0.00097277255,0,0.008133,0.008101,0.008091,0.008092,0.008157,0.008221,0.008239,0.008319,0.008445,0.008629,0.008911,0.009229,0.009474,0.009714,0.009922,0.010154,0.010509,0.010915,0.011399,0.011979,0.012514,0.012939,0.013156,0.013168,0.012952,0.012434,0.01203,0.011861,0.011786,0.011826,0.011812,0.011404,0.010879,0.010725,0.011058,0.011263,0.010897,0.009975,0.009023,0.008439,0.008332,0.008348,0.008313,0.008307,0.008412,0.008545,0.008581,0.008413,0.008138,0.007928,0.007852,0.007775,0.007721,0.007653,0.007533,,4.9010033e-06,8.0973098e-06,1.399272e-05,1.5910503e-05,2.1379739e-05,3.0258368e-05,3.2921957e-05,3.2531297e-05,2.9157418e-05,1.9639528e-05,1.029921e-05,1.0157152e-05,1.4774039e-05,2.7133091e-05,3.9669715e-05,4.0841694e-05,2.8411613e-05,2.9832194e-06,-3.8497736e-05,-8.665542e-05,-0.00011858297,-0.00012557933,-0.00011190624,-7.454497e-05,-1.9248868e-05,1.0050608e-05,1.1116044e-05,1.140016e-05,1.2714197e-05,2.5925597e-06,4.2262275e-06,2.7701323e-06,-2.2764805e-05,-6.573737e-05,-8.4595578e-05,-7.2520643e-05,-2.6920004e-05,3.5017313e-05,9.2053627e-05,0.00011165764,9.8801385e-05,6.2576578e-05,1.9426441e-05,-1.6230134e-05,-3.2176152e-05,-3.6899583e-05,-2.8127497e-05,-1.1222587e-05,3.160792e-06,1.3282429e-05,2.0030187e-05,2.4576045e-05,,
98,,6.1524038e-05,0,0.003509,0.003423,0.003264,0.003156,0.003071,0.00295,0.002822,0.002764,0.002772,0.002819,0.003,0.003216,0.003359,0.003497,0.003643,0.003848,0.004147,0.004497,0.004954,0.005533,0.006048,0.006381,0.006516,0.006497,0.00628,0.005775,0.005356,0.005151,0.005062,0.005114,0.005079,0.004656,0.004109,0.003941,0.004292,0.004648,0.004403,0.003544,0.002612,0.002077,0.001989,0.001947,0.001941,0.001995,0.00206,0.002166,0.002194,0.002031,0.001711,0.001491,0.001416,0.001353,0.001285,0.001204,0.001107,,-5.172117e-05,-4.302926e-05,-2.6678141e-06,1.6006885e-05,5.2409639e-05,8.5628227e-05,9.4234079e-05,9.5438898e-05,9.2598967e-05,6.8674699e-05,4.6213425e-05,4.6729776e-05,6.2994836e-05,9.1738382e-05,0.00011635112,0.00011213425,7.5817556e-05,7.4010327e-06,-9.8364888e-05,-0.00021282272,-0.00028046472,-0.00029122203,-0.00025628227,-0.00016462995,-3.6402754e-05,2.7969019e-05,2.7796902e-05,2.7022375e-05,2.9604131e-05,2.2805508e-05,3.8468158e-05,4.1049914e-05,-1.7900172e-05,-0.00011987952,-0.00019173838,-0.00018958692,-8.9328744e-05,6.1273666e-05,0.00018915663,0.00024406196,0.00023261618,0.00014569707,2.8657487e-05,-4.7504303e-05,-7.9776248e-05,-9.363167e-05,-7.1944923e-05,-1.919105e-05,1.5920826e-05,3.7951807e-05,5.1204819e-05,6.4199656e-05,,
99,,-0.0024160738,0,0.004993,0.004854,0.004638,0.004451,0.004353,0.004196,0.004025,0.003945,0.003923,0.004005,0.004187,0.004418,0.00462,0.00481,0.004967,0.005218,0.005608,0.006072,0.006668,0.007444,0.008122,0.008532,0.008702,0.008707,0.008434,0.0078,0.007259,0.006979,0.006857,0.006931,0.00692,0.006338,0.005546,0.005321,0.005877,0.006482,0.006308,0.00523,0.003976,0.003239,0.003108,0.003092,0.003089,0.003147,0.003232,0.003367,0.003409,0.003158,0.002699,0.002401,0.002281,0.002186,0.002103,0.002016,0.001916,,-5.115705e-05,-4.2764579e-05,8.6393089e-07,1.801913e-05,4.8626967e-05,7.5408824e-05,8.4418389e-05,8.7318729e-05,8.0839247e-05,6.4177723e-05,4.9182351e-05,4.7948164e-05,5.9919778e-05,9.3489664e-05,0.00011558161,0.00010700401,7.2693613e-05,1.1169392e-05,-9.1761802e-05,-0.00019907436,-0.00025899414,-0.0002686208,-0.00023998766,-0.00015384141,-3.4433817e-05,2.1721691e-05,1.7895711e-05,1.9376736e-05,2.7707498e-05,2.7275532e-05,5.498303e-05,6.8929343e-05,1.1786486e-05,-9.7747609e-05,-0.00018117865,-0.00019660599,-0.00011261956,3.1842024e-05,0.0001623573,0.00022419006,0.00021801913,0.00013637766,2.3511262e-05,-5.0848504e-05,-8.2999074e-05,-9.5032397e-05,-6.9361308e-05,-1.4501697e-05,2.1351435e-05,4.4492441e-05,5.880901e-05,6.5103363e-05,,
100,,-0.00035653893,0,0.003762,0.00377,0.003628,0.003459,0.003358,0.003195,0.002942,0.002767,0.002688,0.002677,0.00299,0.003425,0.003678,0.003821,0.003967,0.004301,0.004815,0.005368,0.006224,0.007449,0.008485,0.008888,0.008845,0.008725,0.008444,0.007624,0.006825,0.006318,0.006119,0.006259,0.006274,0.005475,0.004246,0.003815,0.004773,0.006441,0.007036,0.005953,0.004199,0.002999,0.00275,0.00272,0.002709,0.002778,0.002947,0.00317,0.003257,0.002971,0.002298,0.001793,0.001619,0.001482,0.001363,0.001227,0.001056,,-5.1420587e-05,-5.3469958e-05,-2.906381e-05,-1.7202298e-05,2.2480981e-05,8.1415929e-05,0.00011004502,0.00011824251,0.00012240335,9.4146872e-05,5.6326657e-05,4.8377581e-05,7.8869741e-05,0.00013612793,0.0001784195,0.00016662009,0.00011097656,6.0860115e-06,-0.00015444807,-0.00031330539,-0.00038105884,-0.00037286136,-0.00031715572,-0.00019748486,-3.0367955e-05,4.4278839e-05,2.8256482e-05,1.8754852e-05,4.3409408e-05,9.4208974e-05,0.00018077938,0.00023468406,0.0001669306,-1.7885422e-05,-0.00023959013,-0.00036497438,-0.00030746778,-0.0001120944,0.00010693992,0.00025530197,0.00030138177,0.00021773017,5.8438131e-05,-6.8436578e-05,-0.00012240335,-0.00014358019,-0.00011613104,-3.6702375e-05,2.58966e-05,6.1356932e-05,8.3775811e-05,9.986027e-05,,
101,,0.0010512967,0,0.004009,0.004023,0.00384,0.003661,0.003518,0.00334,0.0031,0.002922,0.002858,0.002857,0.003152,0.003531,0.003729,0.00385,0.003992,0.004246,0.004629,0.00505,0.005635,0.006396,0.007014,0.007288,0.007282,0.007168,0.006872,0.006233,0.005672,0.005347,0.005205,0.005245,0.005192,0.004652,0.003865,0.003577,0.004105,0.004834,0.004898,0.004213,0.003286,0.002648,0.002501,0.002475,0.002445,0.002473,0.002556,0.002666,0.00268,0.002485,0.002121,0.001814,0.001699,0.00161,0.001514,0.001409,0.001268,,-7.6375672e-05,-7.5961936e-05,-3.7649979e-05,-1.4067025e-05,3.9801407e-05,0.00011203972,0.00014273893,0.00014853124,0.00014861398,0.00010608192,5.5192387e-05,4.2532065e-05,6.5618535e-05,0.00010500621,0.00013851882,0.00012916839,7.5382706e-05,-2.0852296e-05,-0.00015953662,-0.00029366984,-0.00035374431,-0.00034480761,-0.00028928424,-0.00017401738,-2.1514274e-05,4.9317336e-05,3.7484485e-05,2.7720314e-05,4.029789e-05,5.6516343e-05,0.00010475796,0.00015142739,0.00011063302,-2.6230865e-05,-0.00016342573,-0.0002208523,-0.00017509309,-4.3194042e-05,0.00011294994,0.00020670252,0.00021745966,0.00014960695,3.8146463e-05,-5.3785685e-05,-9.3669839e-05,-0.00010550269,-8.3657427e-05,-2.9788995e-05,1.6218453e-05,4.4352503e-05,6.0239967e-05,8.0347538e-05,,
102,,-0.00035862351,0,0.004633,0.004502,0.004322,0.004232,0.004161,0.004047,0.003979,0.003969,0.003993,0.004024,0.004148,0.00434,0.004462,0.004602,0.004739,0.004876,0.005108,0.005415,0.005737,0.006106,0.006409,0.006642,0.006711,0.006634,0.006333,0.005811,0.005456,0.005309,0.005197,0.005195,0.005103,0.004766,0.004391,0.004302,0.004431,0.004381,0.00397,0.003245,0.002628,0.002357,0.002331,0.002271,0.002251,0.002311,0.002331,0.002378,0.002332,0.00214,0.002015,0.00194,0.001947,0.001918,0.001863,0.001847,0.00173,,-4.7751655e-05,-3.2230084e-05,1.4791144e-05,3.0586624e-05,6.2725405e-05,8.0712166e-05,7.7242639e-05,7.7425245e-05,7.7790459e-05,5.7247204e-05,3.7160466e-05,4.1999543e-05,4.8025565e-05,5.9529788e-05,7.3499201e-05,6.993837e-05,3.1317051e-05,-2.1730199e-05,-0.00010408583,-0.00019456745,-0.00024834513,-0.00024633645,-0.00021310203,-0.00012462908,-1.0043369e-05,4.5286464e-05,4.4190824e-05,4.9486419e-05,3.4147455e-05,-1.278247e-06,-9.6781557e-06,-2.0817165e-05,-7.1125314e-05,-0.0001196074,-0.00012125086,-8.244693e-05,1.387811e-05,0.00012389865,0.00018698927,0.00019146314,0.00016069391,8.0620863e-05,1.9173705e-06,-3.3325725e-05,-4.3643004e-05,-4.3369094e-05,-1.5156357e-05,1.1686829e-05,1.6525907e-05,1.9538918e-05,2.0634558e-05,2.5291029e-05,,
103,,-0.00020310215,0,0.003249,0.003177,0.003022,0.002908,0.002818,0.002705,0.002561,0.002482,0.002477,0.002517,0.002772,0.003096,0.0033,0.003442,0.003589,0.003849,0.004232,0.004663,0.005275,0.006089,0.006764,0.007065,0.007075,0.006961,0.006635,0.005917,0.005307,0.004983,0.00485,0.004892,0.004854,0.00429,0.003493,0.003234,0.003751,0.004409,0.004308,0.003399,0.002327,0.001656,0.00152,0.001505,0.001482,0.001508,0.001594,0.001708,0.001747,0.001598,0.001251,0.000977,0.000885,0.000815,0.000751,0.000674,0.000579,,-5.5885688e-05,-4.8990701e-05,-8.1651168e-06,1.1794058e-05,5.5432071e-05,0.00010442277,0.00012320254,0.00012665003,0.00012456339,9.1630755e-05,5.4524836e-05,4.9444318e-05,7.8748015e-05,0.00012955319,0.00016674983,0.00015395781,9.5168973e-05,-1.3336357e-05,-0.00017727376,-0.00034130188,-0.00041651168,-0.00040861873,-0.00034447721,-0.00020766614,-1.959628e-05,6.7226128e-05,5.4615559e-05,4.4908142e-05,5.4615559e-05,5.6067135e-05,9.3898843e-05,0.00012665003,6.4322976e-05,-8.6550238e-05,-0.00022172828,-0.00025593105,-0.00016538898,7.9836698e-06,0.00018444092,0.00027915627,0.00027625312,0.00018444092,5.0986618e-05,-5.0351554e-05,-9.1721479e-05,-0.00010650941,-8.736675e-05,-2.9031526e-05,1.9868451e-05,4.690406e-05,6.314357e-05,7.6842822e-05,,
104,,-0.00042970237,0,0.004771,0.004639,0.004385,0.004214,0.004088,0.003918,0.003736,0.003635,0.003629,0.003719,0.00408,0.004519,0.004781,0.004987,0.005195,0.005523,0.006037,0.00662,0.007426,0.008466,0.009303,0.009681,0.009667,0.009489,0.009029,0.008073,0.007279,0.006837,0.006651,0.006688,0.006612,0.00587,0.00484,0.004496,0.005101,0.00581,0.005581,0.004434,0.003114,0.002322,0.002161,0.002122,0.002104,0.002145,0.002222,0.00235,0.002386,0.00217,0.001773,0.001467,0.00136,0.001289,0.001212,0.001109,0.000989,,-6.2168675e-05,-5.1635112e-05,-1.9277108e-06,2.16179e-05,6.9879518e-05,0.00011607573,0.00013053356,0.00013376936,0.00012702238,8.8192771e-05,5.060241e-05,4.7710843e-05,7.4423408e-05,0.00012358003,0.00016089501,0.00014636833,8.3166954e-05,-2.5886403e-05,-0.00018643718,-0.00034492255,-0.00041624785,-0.00040461274,-0.00033741824,-0.00019993115,-1.5903614e-05,6.8364888e-05,5.7349398e-05,4.7022375e-05,5.1910499e-05,4.5370052e-05,7.7108434e-05,0.00010953528,5.3218589e-05,-8.2065404e-05,-0.00019600688,-0.00021824441,-0.00013246127,2.8433735e-05,0.00018444062,0.00026423408,0.0002563167,0.00016495697,4.1101549e-05,-4.5094664e-05,-8.1170396e-05,-9.3700516e-05,-7.0499139e-05,-2.010327e-05,1.9070568e-05,4.2616179e-05,5.4870912e-05,6.595525e-05,,
105,,0.00028483237,0,0.004255,0.004188,0.004036,0.003898,0.003816,0.003668,0.003485,0.003392,0.003383,0.003406,0.003719,0.004114,0.004337,0.004486,0.004646,0.004951,0.005436,0.005976,0.006782,0.007923,0.008878,0.009276,0.009243,0.009094,0.008735,0.007888,0.007128,0.006689,0.006518,0.006611,0.006571,0.005792,0.004714,0.004347,0.005101,0.006298,0.00649,0.005352,0.003877,0.002987,0.002819,0.002781,0.002782,0.002843,0.002953,0.0031,0.003131,0.002895,0.002398,0.002053,0.001931,0.001832,0.00175,0.00163,0.001492,,-4.4649095e-05,-4.0901874e-05,-1.0034932e-05,1.8418546e-06,4.05208e-05,8.4598285e-05,0.00010092093,0.00010276278,0.00010479517,7.5007939e-05,4.4013973e-05,4.4077485e-05,7.5770086e-05,0.0001293744,0.00017116545,0.00015992379,0.0001033979,1.0161956e-06,-0.00015655764,-0.00031228962,-0.00038031121,-0.00036970467,-0.00031044776,-0.0001864719,-2.0768498e-05,5.1571928e-05,3.6773579e-05,2.5722452e-05,3.8996507e-05,6.6306764e-05,0.00012918387,0.00016595745,0.0001080343,-3.8361385e-05,-0.0002036202,-0.00027989838,-0.00020374722,-3.5820896e-05,0.00013210543,0.00023880597,0.00025779613,0.0001704033,3.7408701e-05,-5.5001588e-05,-9.2092728e-05,-0.00010473166,-7.989838e-05,-2.0514449e-05,2.1530645e-05,4.6363925e-05,6.0908225e-05,7.2721499e-05,,
106,,-0.00097074211,0,0.00321,0.003176,0.003064,0.002983,0.002937,0.002866,0.002776,0.002749,0.002799,0.002875,0.003112,0.003386,0.003546,0.003696,0.003838,0.004043,0.004345,0.004695,0.005163,0.005735,0.006204,0.006434,0.00645,0.006344,0.006045,0.00547,0.005018,0.004803,0.004695,0.004722,0.00466,0.004249,0.003698,0.003502,0.003812,0.004142,0.003949,0.003212,0.00242,0.001978,0.001918,0.001861,0.001859,0.001926,0.001979,0.002055,0.002062,0.001892,0.001635,0.001463,0.001413,0.001362,0.001315,0.001254,0.001151,,-3.8628682e-05,-3.0420087e-05,4.1525833e-06,2.037663e-05,5.6977306e-05,9.7537422e-05,0.00010738774,0.00010439401,9.8985997e-05,6.6151618e-05,3.3703525e-05,3.399324e-05,5.5045872e-05,9.0197972e-05,0.0001187832,0.00010912603,5.8522453e-05,-2.7619507e-05,-0.0001532593,-0.00027957508,-0.00033848382,-0.00032853694,-0.00027329792,-0.00015770159,-7.3394495e-06,6.2481893e-05,5.2341864e-05,4.4036697e-05,3.9884114e-05,2.8198938e-05,4.5292129e-05,5.9777885e-05,1.0719459e-05,-8.9232255e-05,-0.00016475133,-0.00017267021,-8.3727668e-05,5.6784162e-05,0.00017720908,0.00022800579,0.00022105263,0.00013384838,1.9604056e-05,-4.9927571e-05,-7.5229358e-05,-8.7011106e-05,-5.890874e-05,-8.6914534e-06,1.9700628e-05,3.6697248e-05,4.7223563e-05,5.5721873e-05,,
107,,-0.00037883592,0,0.003192,0.003135,0.002988,0.002878,0.002794,0.002698,0.00257,0.002506,0.00252,0.002565,0.00284,0.003175,0.003374,0.003519,0.003667,0.00393,0.004336,0.004783,0.00541,0.006236,0.006908,0.007187,0.007186,0.007096,0.006823,0.006164,0.005583,0.005265,0.005141,0.005213,0.005178,0.004574,0.003727,0.003443,0.004022,0.004817,0.004827,0.003898,0.002732,0.001978,0.001824,0.001809,0.001796,0.001835,0.001938,0.002075,0.002123,0.00193,0.00152,0.001218,0.001115,0.001036,0.000963,0.000867,0.000766,,-4.6917168e-05,-4.0024912e-05,-3.6537264e-06,1.4033631e-05,5.2812954e-05,9.7155906e-05,0.00011210297,0.00011268424,0.00011052522,7.8721196e-05,4.6169815e-05,4.4924227e-05,7.4070999e-05,0.00012181856,0.00015677808,0.00014033631,8.2541001e-05,-1.7023043e-05,-0.00016458377,-0.00030907204,-0.0003699398,-0.00035906166,-0.00030234586,-0.0001824372,-2.0095495e-05,4.9408345e-05,3.1804027e-05,2.1341084e-05,3.479344e-05,5.1899523e-05,0.00010479552,0.00014191405,8.1959726e-05,-7.0832468e-05,-0.00021855927,-0.00027162134,-0.00018874818,-1.5445298e-05,0.00016641063,0.00026937928,0.00027668673,0.00018567573,4.8328835e-05,-5.6466681e-05,-0.00010056051,-0.00011633797,-9.1426199e-05,-2.8067262e-05,2.2254515e-05,5.0736973e-05,6.7843056e-05,8.0298941e-05,,
